1,14
2,22
3,23
4,42
5,30
6,42
7,23
8,23
9,38
10,8
11,22
12,16
13,27
14,5
15,34
16,24
17,42
18,9
19,2
20,26
21,27
22,12
23,2
24,18
25,18
26,5
27,43
28,16
29,2
30,18
31,19
32,12
33,7
34,10
35,28
36,21
37,16
38,21
39,11
40,13
41,23
42,33
43,28
44,17
45,12
46,3
47,1
48,4
49,44
50,16
51,15
52,35
53,37
54,27
55,4
56,18
57,23
58,15
59,36
60,42
61,38
62,27
63,3
64,2
65,40
66,26
67,9
68,15
69,27
70,28
71,2
72,26
73,39
74,20
75,8
76,3
77,17
78,26
79,23
80,10
81,1
82,29
83,15
84,38
85,24
86,16
87,25
88,6
89,27
90,1
91,33
92,38
93,14
94,41
95,20
96,11
97,29
98,18
99,13
100,35
101,7
102,42
103,1
104,42
105,7
106,22
107,14
108,23
109,18
110,17
111,39
112,5
113,17
114,2
115,32
116,13
117,4
118,19
119,7
120,39
121,44
122,17
123,31
124,20
125,2
126,26
127,4
128,15
129,32
130,23
131,9
132,36
133,11
134,37
135,21
136,24
137,16
138,18
139,42
140,43
141,26
142,33
143,18
144,40
145,37
146,24
147,25
148,19
149,32
150,19
151,13
152,39
153,13
154,10
155,15
156,42
157,9
158,20
159,41
160,10
161,9
162,1
163,5
164,16
165,9
166,38
167,19
168,7
169,25
170,2
171,32
172,13
173,17
174,29
175,21
176,10
177,5
178,29
179,13
180,37
181,10
182,30
183,30
184,21
185,1
186,3
187,12
188,35
189,13
190,36
191,6
192,32
193,34
194,15
195,9
196,31
197,34
198,36
199,24
200,35
201,20
202,38
203,11
204,30
205,6
206,29
207,28
208,21
209,13
210,38
211,11
212,27
213,29
214,20
215,29
216,16
217,20
218,9
219,43
220,5
221,35
222,43
223,31
224,23
225,41
226,17
227,23
228,20
229,15
230,16
231,5
232,35
233,41
234,36
235,27
236,22
237,32
238,1
239,41
240,35
241,33
242,34
243,4
244,16
245,25
246,42
247,33
248,14
249,30
250,42
251,9
252,40
253,22
254,1
255,10
256,35
257,10
258,30
259,40
260,24
261,7
262,34
263,3
264,37
265,12
266,41
267,9
268,33
269,32
270,3
271,36
272,29
273,30
274,42
275,9
276,23
277,2
278,23
279,40
280,19
281,27
282,32
283,26
284,3
285,19
286,14
287,9
288,35
289,37
290,7
291,30
292,5
293,28
294,6
295,39
296,13
297,5
298,10
299,34
300,26
301,43
302,43
303,32
304,42
305,24
306,9
307,22
308,22
309,41
310,34
311,8
312,38
313,44
314,12
315,36
316,20
317,17
318,5
319,7
320,10
321,18
322,44
323,3
324,12
325,29
326,16
327,36
328,13
329,18
330,32
331,14
332,5
333,32
334,2
335,24
336,3
337,27
338,4
339,36
340,20
341,11
342,33
343,16
344,5
345,27
346,21
347,23
348,27
349,24
350,38
351,34
352,19
353,16
354,34
355,17
356,24
357,30
358,12
359,24
360,8
361,2
362,43
363,11
364,16
365,8
366,15
367,14
368,30
369,41
370,43
371,19
372,31
373,3
374,18
375,39
376,8
377,27
378,3
379,20
380,28
381,8
382,7
383,34
384,22
385,5
386,16
387,40
388,9
389,6
390,40
391,14
392,40
393,23
394,18
395,3
396,33
397,11
398,34
399,32
400,8
401,3
402,22
403,14
404,37
405,8
406,9
407,5
408,42
409,7
410,27
411,8
412,28
413,33
414,13
415,8
416,39
417,24
418,18
419,11
420,23
421,37
422,39
423,42
424,14
425,14
426,27
427,19
428,29
429,38
430,4
431,41
432,27
433,36
434,18
435,29
436,12
437,44
438,29
439,14
440,36
441,30
442,23
443,16
444,23
445,29
446,11
447,34
448,27
449,27
450,43
451,10
452,1
453,19
454,35
455,19
456,17
457,3
458,8
459,16
460,27
461,20
462,27
463,44
464,31
465,8
466,11
467,15
468,1
469,1
470,20
471,36
472,13
473,35
474,16
475,38
476,25
477,32
478,44
479,3
480,10
481,9
482,32
483,37
484,23
485,34
486,18
487,14
488,32
489,27
490,2
491,40
492,3
493,19
494,38
495,7
496,36
497,26
498,39
499,44
500,35
501,17
502,40
503,27
504,13
505,43
506,5
507,9
508,7
509,33
510,30
511,30
512,15
513,3
514,31
515,6
516,44
517,38
518,36
519,25
520,9
521,24
522,29
523,39
524,34
525,39
526,42
527,15
528,18
529,7
530,37
531,34
532,21
533,28
534,26
535,3
536,40
537,34
538,7
539,6
540,31
541,14
542,4
543,26
544,21
545,39
546,44
547,13
548,4
549,40
550,27
551,4
552,43
553,30
554,31
555,30
556,25
557,4
558,30
559,18
560,32
561,19
562,9
563,13
564,24
565,10
566,2
567,11
568,35
569,20
570,3
571,20
572,9
573,44
574,25
575,5
576,13
577,3
578,12
579,15
580,31
581,13
582,40
583,37
584,1
585,36
586,26
587,7
588,42
589,31
590,20
591,24
592,38
593,30
594,15
595,1
596,1
597,28
598,24
599,37
600,29
601,16
602,15
603,44
604,17
605,28
606,4
607,44
608,11
609,13
610,43
611,23
612,6
613,20
614,27
615,17
616,24
617,18
618,1
619,42
620,17
621,27
622,4
623,20
624,42
625,24
626,35
627,25
628,36
629,15
630,33
631,21
632,8
633,20
634,31
635,19
636,13
637,34
638,41
639,20
640,34
641,20
642,5
643,25
644,21
645,25
646,25
647,28
648,25
649,18
650,38
651,40
652,23
653,27
654,26
655,13
656,25
657,9
658,43
659,2
660,7
661,23
662,7
663,18
664,12
665,3
666,12
667,43
668,22
669,7
670,40
671,18
672,42
673,19
674,40
675,16
676,19
677,20
678,12
679,44
680,22
681,11
682,2
683,40
684,34
685,18
686,36
687,7
688,11
689,24
690,3
691,24
692,14
693,14
694,13
695,15
696,18
697,9
698,31
699,32
700,7
701,5
702,13
703,31
704,20
705,31
706,41
707,5
708,39
709,12
710,36
711,14
712,26
713,13
714,39
715,10
716,23
717,28
718,9
719,23
720,34
721,2
722,42
723,7
724,41
725,41
726,24
727,18
728,23
729,10
730,23
731,42
732,14
733,36
734,18
735,26
736,36
737,37
738,8
739,5
740,35
741,2
742,2
743,7
744,34
745,3
746,13
747,15
748,21
749,42
750,18
751,18
752,16
753,4
754,7
755,16
756,37
757,38
758,4
759,6
760,13
761,24
762,3
763,3
764,16
765,5
766,5
767,44
768,9
769,5
770,1
771,40
772,2
773,32
774,13
775,36
776,36
777,19
778,33
779,9
780,31
781,24
782,13
783,13
784,43
785,14
786,12
787,32
788,23
789,38
790,39
791,23
792,15
793,13
794,21
795,33
796,11
797,1
798,40
799,39
800,25
801,2
802,17
803,36
804,44
805,25
806,23
807,26
808,40
809,44
810,24
811,41
812,2
813,2
814,34
815,18
816,40
817,9
818,3
819,42
820,35
821,16
822,39
823,13
824,33
825,34
826,22
827,6
828,21
829,31
830,10
831,3
832,41
833,4
834,22
835,44
836,44
837,10
838,1
839,26
840,9
841,38
842,36
843,17
844,34
845,43
846,43
847,19
848,44
849,25
850,25
851,16
852,9
853,4
854,7
855,31
856,23
857,13
858,1
859,4
860,6
861,18
862,2
863,41
864,36
865,11
866,2
867,7
868,30
869,1
870,29
871,18
872,8
873,36
874,39
875,32
876,1
877,23
878,36
879,40
880,38
881,11
882,26
883,6
884,42
885,21
886,44
887,20
888,13
889,7
890,36
891,38
892,4
893,4
894,11
895,15
896,20
897,33
898,16
899,33
900,7
901,12
902,34
903,17
904,37
905,15
906,7
907,12
908,11
909,16
910,42
911,33
912,42
913,25
914,11
915,22
916,24
917,19
918,4
919,29
920,29
921,18
922,31
923,12
924,24
925,32
926,28
927,8
928,38
929,21
930,44
931,37
932,43
933,9
934,34
935,37
936,24
937,19
938,13
939,13
940,33
941,25
942,29
943,42
944,7
945,7
946,1
947,28
948,27
949,44
950,7
951,44
952,39
953,31
954,30
955,34
956,42
957,41
958,39
959,39
960,41
961,30
962,30
963,4
964,34
965,28
966,21
967,29
968,6
969,7
970,33
971,11
972,6
973,1
974,44
975,40
976,12
977,26
978,30
979,6
980,22
981,27
982,2
983,27
984,40
985,41
986,8
987,39
988,32
989,41
990,27
991,19
992,33
993,28
994,28
995,17
996,19
997,3
998,42
999,28
1000,4
1001,6
1002,41
1003,6
1004,2
1005,20
1006,30
1007,22
1008,44
1009,32
1010,30
1011,22
1012,23
1013,38
1014,15
1015,33
1016,33
1017,35
1018,15
1019,43
1020,14
1021,11
1022,16
1023,31
1024,18
1025,10
1026,36
1027,6
1028,8
1029,42
1030,36
1031,15
1032,42
1033,1
1034,27
1035,6
1036,1
1037,39
1038,40
1039,29
1040,12
1041,38
1042,29
1043,5
1044,6
1045,5
1046,15
1047,32
1048,21
1049,40
1050,7
1051,44
1052,3
1053,7
1054,22
1055,9
1056,30
1057,28
1058,24
1059,8
1060,18
1061,22
1062,40
1063,39
1064,14
1065,21
1066,10
1067,21
1068,26
1069,14
1070,38
1071,8
1072,9
1073,27
1074,18
1075,4
1076,3
1077,28
1078,44
1079,4
1080,29
1081,6
1082,11
1083,5
1084,7
1085,1
1086,10
1087,37
1088,8
1089,26
1090,37
1091,22
1092,44
1093,24
1094,11
1095,43
1096,37
1097,20
1098,41
1099,6
1100,1
1101,19
1102,17
1103,21
1104,17
1105,17
1106,36
1107,9
1108,23
1109,42
1110,24
1111,3
1112,15
1113,1
1114,8
1115,5
1116,31
1117,24
1118,43
1119,7
1120,8
1121,37
1122,38
1123,29
1124,7
1125,35
1126,8
1127,10
1128,28
1129,8
1130,19
1131,33
1132,43
1133,21
1134,18
1135,38
1136,9
1137,43
1138,27
1139,8
1140,18
1141,31
1142,29
1143,10
1144,19
1145,44
1146,10
1147,27
1148,14
1149,39
1150,9
1151,30
1152,16
1153,26
1154,25
1155,28
1156,31
1157,14
1158,25
1159,35
1160,20
1161,44
1162,1
1163,27
1164,29
1165,6
1166,12
1167,43
1168,11
1169,35
1170,1
1171,40
1172,1
1173,17
1174,23
1175,24
1176,35
1177,7
1178,18
1179,12
1180,10
1181,3
1182,23
1183,41
1184,35
1185,9
1186,24
1187,1
1188,6
1189,19
1190,31
1191,4
1192,10
1193,8
1194,2
1195,5
1196,18
1197,11
1198,44
1199,30
1200,42
1201,27
1202,38
1203,11
1204,28
1205,3
1206,11
1207,3
1208,24
1209,13
1210,42
1211,32
1212,2
1213,36
1214,22
1215,3
1216,16
1217,13
1218,1
1219,43
1220,5
1221,9
1222,36
1223,9
1224,29
1225,18
1226,19
1227,30
1228,40
1229,10
1230,26
1231,36
1232,29
1233,14
1234,8
1235,12
1236,30
1237,29
1238,8
1239,39
1240,37
1241,13
1242,32
1243,41
1244,42
1245,16
1246,10
1247,13
1248,28
1249,25
1250,32
1251,31
1252,23
1253,9
1254,9
1255,20
1256,16
1257,12
1258,36
1259,15
1260,43
1261,44
1262,7
1263,32
1264,23
1265,7
1266,33
1267,8
1268,7
1269,3
1270,16
1271,42
1272,40
1273,3
1274,44
1275,32
1276,5
1277,21
1278,20
1279,25
1280,19
1281,22
1282,11
1283,14
1284,10
1285,31
1286,18
1287,12
1288,39
1289,6
1290,40
1291,43
1292,25
1293,36
1294,44
1295,11
1296,11
1297,32
1298,4
1299,22
1300,17
1301,43
1302,13
1303,20
1304,6
1305,14
1306,38
1307,19
1308,9
1309,16
1310,40
1311,38
1312,33
1313,37
1314,44
1315,1
1316,20
1317,9
1318,25
1319,43
1320,23
1321,27
1322,39
1323,24
1324,2
1325,14
1326,40
1327,10
1328,23
1329,5
1330,18
1331,2
1332,6
1333,21
1334,24
1335,5
1336,10
1337,16
1338,23
1339,24
1340,10
1341,43
1342,16
1343,25
1344,44
1345,33
1346,30
1347,9
1348,30
1349,19
1350,11
1351,28
1352,3
1353,9
1354,3
1355,3
1356,21
1357,27
1358,3
1359,19
1360,24
1361,6
1362,19
1363,10
1364,41
1365,4
1366,43
1367,21
1368,19
1369,32
1370,8
1371,35
1372,3
1373,40
1374,27
1375,4
1376,19
1377,30
1378,3
1379,28
1380,40
1381,30
1382,17
1383,37
1384,35
1385,5
1386,20
1387,18
1388,20
1389,5
1390,10
1391,5
1392,9
1393,22
1394,15
1395,41
1396,9
1397,32
1398,2
1399,10
1400,44
1401,43
1402,3
1403,35
1404,36
1405,15
1406,22
1407,42
1408,21
1409,14
1410,39
1411,30
1412,4
1413,30
1414,27
1415,2
1416,42
1417,29
1418,7
1419,35
1420,44
1421,16
1422,3
1423,33
1424,20
1425,21
1426,37
1427,40
1428,36
1429,33
1430,25
1431,4
1432,31
1433,1
1434,6
1435,34
1436,43
1437,10
1438,19
1439,41
1440,29
1441,19
1442,28
1443,11
1444,26
1445,26
1446,31
1447,7
1448,36
1449,24
1450,40
1451,30
1452,39
1453,19
1454,6
1455,27
1456,20
1457,27
1458,8
1459,14
1460,42
1461,35
1462,42
1463,17
1464,20
1465,6
1466,13
1467,44
1468,31
1469,27
1470,3
1471,35
1472,27
1473,38
1474,15
1475,21
1476,31
1477,41
1478,2
1479,7
1480,32
1481,1
1482,3
1483,38
1484,16
1485,22
1486,42
1487,41
1488,18
1489,10
1490,36
1491,31
1492,17
1493,2
1494,19
1495,39
1496,26
1497,7
1498,4
1499,5
1500,26
1501,3
1502,20
1503,32
1504,33
1505,5
1506,39
1507,15
1508,44
1509,12
1510,28
1511,9
1512,20
1513,26
1514,5
1515,26
1516,37
1517,16
1518,37
1519,37
1520,41
1521,35
1522,2
1523,37
1524,23
1525,9
1526,31
1527,6
1528,17
1529,27
1530,35
1531,23
1532,14
1533,39
1534,28
1535,37
1536,15
1537,37
1538,43
1539,13
1540,19
1541,32
1542,38
1543,30
1544,14
1545,25
1546,1
1547,15
1548,32
1549,32
1550,20
1551,34
1552,40
1553,29
1554,22
1555,39
1556,8
1557,28
1558,28
1559,1
1560,44
1561,40
1562,23
1563,6
1564,13
1565,32
1566,19
1567,41
1568,8
1569,26
1570,13
1571,35
1572,2
1573,4
1574,2
1575,26
1576,35
1577,26
1578,15
1579,7
1580,3
1581,29
1582,23
1583,40
1584,19
1585,27
1586,22
1587,9
1588,6
1589,26
1590,20
1591,16
1592,43
1593,31
1594,27
1595,27
1596,11
1597,26
1598,20
1599,41
1600,9
1601,21
1602,15
1603,18
1604,19
1605,24
1606,4
1607,40
1608,38
1609,8
1610,16
1611,40
1612,3
1613,42
1614,38
1615,2
1616,23
1617,15
1618,14
1619,26
1620,23
1621,9
1622,14
1623,7
1624,12
1625,36
1626,32
1627,18
1628,7
1629,38
1630,28
1631,32
1632,9
1633,38
1634,27
1635,35
1636,31
1637,25
1638,44
1639,8
1640,32
1641,22
1642,6
1643,44
1644,36
1645,8
1646,11
1647,37
1648,27
1649,36
1650,37
1651,15
1652,29
1653,28
1654,15
1655,35
1656,39
1657,42
1658,30
1659,27
1660,26
1661,43
1662,33
1663,13
1664,37
1665,20
1666,38
1667,13
1668,39
1669,19
1670,36
1671,9
1672,18
1673,17
1674,25
1675,20
1676,31
1677,30
1678,11
1679,41
1680,20
1681,26
1682,40
1683,36
1684,3
1685,28
1686,19
1687,42
1688,26
1689,28
1690,25
1691,36
1692,31
1693,42
1694,13
1695,9
1696,15
1697,18
1698,27
1699,1
1700,17
1701,9
1702,26
1703,34
1704,32
1705,23
1706,4
1707,39
1708,26
1709,6
1710,1
1711,15
1712,24
1713,34
1714,7
1715,36
1716,24
1717,9
1718,18
1719,43
1720,43
1721,27
1722,37
1723,12
1724,23
1725,26
1726,44
1727,20
1728,22
1729,4
1730,1
1731,2
1732,42
1733,8
1734,3
1735,15
1736,19
1737,25
1738,39
1739,2
1740,18
1741,9
1742,8
1743,36
1744,28
1745,17
1746,43
1747,4
1748,18
1749,32
1750,2
1751,16
1752,16
1753,5
1754,33
1755,43
1756,22
1757,15
